persona_id,image_id,mean_sim_vs_others
91275513-176e-41ef-9b13-2127de204039,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96225595
cbc3c704-0a0e-4881-abef-2f21f33b5bb3,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9042523
ec5187ae-fcee-4485-9115-93b89ee97e67,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
eb19e7d8-12b3-4102-adff-d3568e55c617,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9042523
12bf9dd2-a4e2-482b-a52d-a5d938907384,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.90428936
78bdfa98-9394-422e-bf1b-2447fa84b702,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
0a55bdd6-9d05-4bb6-b792-84b1950094db,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
28d5ce1c-613b-4312-91fe-9fe21090a275,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9042523
b78de069-9a9e-494c-8798-9786fe013f61,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9652335
76f49010-7f40-4db3-8fce-4c3543e1c6aa,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9042523
ea1cbf58-ba7e-40d8-acd8-84f8e2cba342,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9638173
6332a31c-3ef0-4c5d-b205-1a4344a60486,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8962152
e2d5b589-8e1d-4eef-93d4-183f1ac0969f,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9042523
2670890e-2c1f-4a84-aafd-54d403468dc9,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
2fa7bd42-bc1b-4df3-bd03-7be2f3a0ba19,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
ba49a005-e6ed-463c-9e64-8d28ea462532,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96225595
18b00e42-fc28-45e9-89e5-2b6e55ba43e6,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8742509
d7ba2f7e-6fe8-485d-9c47-58ea237fad27,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
e79c6e28-9440-4856-a74e-00a56accb65e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94677263
961b72d3-3761-48e2-8ca4-dfa67c37d492,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8789304
aff903c7-4f51-43d9-b97c-5077df7a5a3e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8865866
2bf42d0d-e1ac-4cf7-836d-78ef97acaa24,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96225595
056d90c0-073d-41cb-b77f-fe12296cd567,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
29f2c93c-9e3e-49b3-b754-effd93229e81,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
de262932-c4ab-481e-8076-4707993247be,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
f7265231-ea01-41ac-a2bf-dfb07af87a8b,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8789304
efeb6895-6b45-410a-b9bd-f5139c883b8e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
16703932-02a2-4382-953f-d39c1af0709e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9585247
b6e5745f-9c48-44a4-b6dd-3d82bb972539,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
789ac082-cf72-4fa6-8d1e-8653faaf8a0a,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
fbdd2796-dc1c-47d8-b03e-e51168fb3b45,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94346535
9b843875-6187-42d6-ad10-169ce9f7edce,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
e40d9d9a-703d-489f-b7fa-3571936e8f3e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9652335
cd855e32-0cb3-492d-a372-9b07acb79c41,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
f38b0e80-51d7-46d6-9ac8-9e7649d78ed0,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9585247
a473bbc0-0f70-44c4-82a7-bfb11f600fd6,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9585247
dbe4749b-c10e-41fb-beeb-e8489f0d6301,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
285ae768-0799-4633-9ef1-3f994168af1a,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.94727457
c172f7fb-c24a-4ffc-8e3f-841ca997fc41,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8789304
99010f2c-419d-4ae4-9593-ea3a7d0db646,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
e2ca2b30-12b4-4841-a221-6223a0c2c1eb,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8789304
42c6f67a-9e9b-4ee1-95b6-404f1a6d56d1,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9585247
81d4409f-aa4b-4b9a-aa71-50a6b96226a6,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9585247
d412af61-2be2-4c15-80ec-25e8a8c0a118,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.8690953
57a66ae8-931e-4f6d-a4c6-45891aa46f23,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
8e2a2210-2641-41ba-b981-c77d5125349e,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.96853435
f70be87d-0242-41c8-ab46-dec588967de1,102tapSsNubXllWzP7asAW-qwMJApiWt6,0.9652335
