selection,expected_agents_per_image,dimension,target,reference,n_images,mean_contrast,median_contrast,ci_lo,ci_hi,n_pos,n_zero,n_abs_ties,w_stat,p_wilcoxon,p_wilcoxon_bh,p_sign,p_sign_bh,rank_biserial,wilcoxon_method
complete_generated_agent_panel,1200,gender,justification,caption,33,0.0004017777515180015,0.0006510615348815918,-0.000638765630121239,0.0010695496947946469,22,0,0,165.0,0.03874136274680495,0.03874136274680495,0.08014331245794892,0.08014331245794892,0.4117647058823529,exact
complete_generated_agent_panel,1200,economic_status,justification,caption,33,0.04510631344535137,0.046255409717559925,0.03724961042794564,0.053288603067245914,33,0,0,0.0,2.3283064365386963e-10,4.656612873077393e-10,2.3283064365386963e-10,4.656612873077393e-10,1.0,exact
complete_generated_agent_panel,1200,political_spectrum,justification,caption,33,0.037526529846769394,0.03569620847702015,0.028564768129051378,0.04610196539190299,32,0,0,26.0,2.4889595806598663e-07,3.318612774213155e-07,7.916241884231567e-09,1.0554989178975422e-08,0.9073083778966132,exact
complete_generated_agent_panel,1200,personality,justification,caption,33,0.020554052157835526,0.020025014877319447,0.016989904283004488,0.025035841620820447,33,0,0,0.0,2.3283064365386963e-10,4.656612873077393e-10,2.3283064365386963e-10,4.656612873077393e-10,1.0,exact
