row_persona,F/High/Cons/Anal,F/High/Cons/Empa,F/High/Cons/Prag,F/High/Prog/Anal,F/High/Prog/Empa,F/High/Prog/Prag,F/Low /Cons/Anal,F/Low /Cons/Empa,F/Low /Cons/Prag,F/Low /Prog/Anal,F/Low /Prog/Empa,F/Low /Prog/Prag,M/High/Cons/Anal,M/High/Cons/Empa,M/High/Cons/Prag,M/High/Prog/Anal,M/High/Prog/Empa,M/High/Prog/Prag,M/Low /Cons/Anal,M/Low /Cons/Empa,M/Low /Cons/Prag,M/Low /Prog/Anal,M/Low /Prog/Empa,M/Low /Prog/Prag
F/Low /Prog/Empa,0.40678149587205986,0.42569718865714246,0.40617736895365963,0.42203061790277813,0.43977766935504109,0.43302607295552387,0.41950428440768905,0.44809692844429427,0.43051468110579322,0.45245911291354574,0.47848741583556098,0.45612259284218759,0.40793069539860982,0.4185079280909661,0.41234044941025161,0.41221191435544891,0.43235613222060892,0.42160582716308315,0.43603760555398713,0.44004795283390907,0.43220619511889075,0.45301332328370963,0.46493352531153503,0.43993425674337311
F/Low /Prog/Prag,0.41565063341672859,0.41254422406178148,0.41430129173882851,0.4164557108090875,0.41582921846662502,0.42354067989721611,0.44695274319256817,0.4506959138718995,0.45826135979272004,0.46957346745672196,0.45612259284218759,0.49091868001323147,0.42117957996768823,0.41300735255790655,0.42479107163495411,0.40686678382961433,0.41242875597729273,0.41792359067822432,0.46081625655451042,0.44542370481443355,0.46699016089577955,0.47158315464469086,0.45189152335475424,0.47134227022219422
M/High/Cons/Anal,0.47651017954713282,0.43771262786719217,0.46089210490351606,0.44881206053145645,0.42172901670923968,0.44324822850159229,0.43364385821741985,0.42462756090473647,0.42951401279461282,0.41422070736251998,0.40793069539860982,0.42117957996768823,0.49191254925346761,0.44329220158675237,0.47858405783801738,0.4367040180486717,0.41954717913243222,0.4399266742880702,0.44296734343385258,0.4241776920325328,0.43587889492397247,0.4228307131313131,0.40868514109483889,0.41679375412942982
M/High/Cons/Empa,0.444795864870213,0.46874766525967604,0.45056753069038247,0.45274995222458175,0.45827998985804186,0.46173501875459133,0.41608006776262912,0.4344102493281109,0.41781353571630725,0.4089477062131075,0.4185079280909661,0.4130073525579066,0.44329220158675248,0.50091973998911832,0.45899723782757446,0.44432289094076566,0.46384084906828593,0.45501234795614437,0.42550669461690305,0.43246493668145797,0.42657659512393814,0.42025943924129305,0.4212384445030663,0.40987998739545217
M/High/Cons/Prag,0.4752993551118998,0.45202591935281333,0.48374817250111285,0.44971990347694629,0.43398190215090865,0.46279567103804486,0.43485838880129746,0.42615183782881905,0.43355800341395812,0.41503903297454625,0.41234044941025161,0.42479107163495411,0.47858405783801738,0.45899723782757446,0.51735628004817114,0.44313646988090627,0.43383994624230643,0.45852332953784691,0.45159594392614189,0.42945732175597146,0.44533484485596714,0.42891014047619047,0.4087369786608363,0.42380050961377991
M/High/Prog/Anal,0.42920611019774119,0.43383895012329482,0.42649467369861532,0.47672175043257725,0.45878334271719284,0.4622348980377417,0.39659800319644911,0.40659632870953788,0.3945075516979149,0.40838535863060671,0.41221191435544891,0.40686678382961433,0.4367040180486717,0.44432289094076566,0.44313646988090627,0.48338982408526709,0.45614140107294948,0.45657500632866388,0.40770549442429704,0.40932003761356361,0.40476939643456306,0.41728906289475132,0.41743624444013827,0.40249245667788885
M/High/Prog/Empa,0.42217149481415761,0.45440044486749664,0.42495108305439999,0.45796818766651465,0.48087844648033129,0.47670153560090706,0.39966594519194315,0.4275521706765632,0.40743088206459938,0.41546540847308089,0.43235613222060892,0.41242875597729273,0.41954717913243217,0.46384084906828582,0.43383994624230643,0.45614140107294948,0.50700682190825042,0.47291963082842459,0.41792783415127954,0.42339136579078507,0.41205046761688807,0.4193523978620019,0.43161465293682744,0.4072861959248002
M/High/Prog/Prag,0.43907960121125056,0.44179323772031087,0.44399927132242695,0.46093855027997604,0.45957513083477691,0.48888205311675681,0.4082989981214713,0.42091296909913489,0.41382085958562242,0.41999331214182634,0.42160582716308304,0.41792359067822438,0.4399266742880702,0.45501234795614437,0.45852332953784691,0.45657500632866388,0.47291963082842459,0.50176683997408489,0.42608955275348231,0.42110471871745042,0.42122078045567435,0.42580505131195329,0.42516714666375327,0.41858574777182733
M/Low /Cons/Anal,0.43779930803439382,0.42357242569647996,0.43778204434860712,0.41750329977864165,0.41427367307361862,0.42927366868048816,0.46964877869537075,0.45356930136322537,0.47818380935306665,0.45327045696174573,0.43603760555398713,0.46081625655451036,0.44296734343385252,0.42550669461690305,0.45159594392614189,0.40770549442429699,0.41792783415127954,0.42608955275348231,0.50703061014273987,0.45067048441659119,0.48997649435446133,0.45602847188208606,0.43360719856015278,0.45583884033382105
M/Low /Cons/Empa,0.4159603803469723,0.42955422961402462,0.42093974715253196,0.41518289649024448,0.42509614734033851,0.42409141099980902,0.43556148788897758,0.46177937804052399,0.45057135580058649,0.43467035876368532,0.44004795283390896,0.44542370481443355,0.4241776920325328,0.43246493668145797,0.42945732175597146,0.40932003761356356,0.42339136579078512,0.42110471871745042,0.45067048441659119,0.46538302729775077,0.45235627806073997,0.43731933015208535,0.43733007058245904,0.43846045747547341
