row_persona,F/High/Cons/Anal,F/High/Cons/Empa,F/High/Cons/Prag,F/High/Prog/Anal,F/High/Prog/Empa,F/High/Prog/Prag,F/Low /Cons/Anal,F/Low /Cons/Empa,F/Low /Cons/Prag,F/Low /Prog/Anal,F/Low /Prog/Empa,F/Low /Prog/Prag,M/High/Cons/Anal,M/High/Cons/Empa,M/High/Cons/Prag,M/High/Prog/Anal,M/High/Prog/Empa,M/High/Prog/Prag,M/Low /Cons/Anal,M/Low /Cons/Empa,M/Low /Cons/Prag,M/Low /Prog/Anal,M/Low /Prog/Empa,M/Low /Prog/Prag
F/High/Cons/Anal,0.82286185383796695,0.6227489709854126,0.63403266668319702,0.68142890930175781,0.60254263877868652,0.68106132745742798,0.55899029970169067,0.487376868724823,0.4869275689125061,0.63076597452163696,0.51567697525024414,0.51705259084701538,0.77263253927230835,0.63085603713989258,0.62979578971862793,0.69173532724380493,0.62650424242019653,0.7013556957244873,0.554970383644104,0.49177893996238708,0.47973793745040894,0.63844072818756104,0.51826423406600952,0.50553297996520996
F/High/Cons/Empa,0.6227489709854126,0.8321628177165985,0.61840009689331055,0.61548632383346558,0.66675066947937012,0.66182458400726318,0.56084001064300537,0.52169346809387207,0.49114435911178589,0.60383599996566772,0.58220177888870239,0.54274088144302368,0.59557759761810303,0.74556291103363037,0.59582811594009399,0.60717642307281494,0.68580949306488037,0.6461336612701416,0.5534743070602417,0.52287149429321289,0.48369172215461731,0.59199666976928711,0.57140600681304932,0.5308234691619873
F/High/Cons/Prag,0.63403266668319702,0.61840009689331055,0.83769230365753178,0.57337057590484619,0.54799145460128784,0.62145566940307617,0.64331132173538208,0.55079251527786255,0.57105070352554321,0.6024627685546875,0.54922038316726685,0.59178704023361206,0.62038886547088623,0.64266288280487061,0.78345406055450439,0.57227146625518799,0.56194859743118286,0.63410854339599609,0.63766062259674072,0.56989741325378418,0.56338363885879517,0.60405683517456055,0.54924124479293823,0.57832342386245728
F/High/Prog/Anal,0.68142890930175781,0.61548632383346558,0.57337057590484619,0.83931039214134218,0.67526841163635254,0.69677972793579102,0.53880423307418823,0.4775315523147583,0.47028881311416626,0.63863253593444824,0.5428435206413269,0.51056253910064697,0.65903961658477783,0.61911463737487793,0.5680193305015564,0.80762338638305664,0.70258951187133789,0.68527168035507202,0.53190779685974121,0.48486748337745667,0.45474797487258911,0.63551932573318481,0.54101139307022095,0.49736592173576355
F/High/Prog/Empa,0.60254263877868652,0.66675066947937012,0.54799145460128784,0.67526841163635254,0.85262344956398006,0.66087263822555542,0.51950013637542725,0.49813225865364075,0.46659386157989502,0.62842839956283569,0.58554601669311523,0.51844620704650879,0.58093607425689697,0.64368599653244019,0.54235893487930298,0.65534734725952148,0.80706644058227539,0.63540619611740112,0.51465481519699097,0.49923717975616455,0.45421338081359863,0.61384475231170654,0.57719647884368896,0.50025671720504761
F/High/Prog/Prag,0.68106132745742798,0.66182458400726318,0.62145566940307617,0.69677972793579102,0.66087263822555542,0.84300347208976745,0.56785875558853149,0.50587385892868042,0.49500647187232971,0.67361605167388916,0.57222831249237061,0.54951286315917969,0.65756726264953613,0.67783308029174805,0.61687654256820679,0.69135385751724243,0.67978262901306152,0.76649975776672363,0.56025868654251099,0.51151865720748901,0.48632067441940308,0.67059493064880371,0.56606537103652954,0.53979867696762085
F/Low /Cons/Anal,0.55899029970169067,0.56084001064300537,0.64331132173538208,0.53880423307418823,0.51950013637542725,0.56785875558853149,0.85914419889450078,0.59032487869262695,0.70369195938110352,0.58898591995239258,0.55869358777999878,0.61686742305755615,0.5524604320526123,0.5756801962852478,0.63883185386657715,0.53230303525924683,0.52888631820678711,0.55889427661895752,0.77749282121658325,0.63976883888244629,0.67919296026229858,0.59106385707855225,0.56349563598632812,0.62120497226715088
F/Low /Cons/Empa,0.487376868724823,0.52169346809387207,0.55079251527786255,0.4775315523147583,0.49813225865364075,0.50587385892868042,0.59032487869262695,0.83986116051673887,0.651752769947052,0.51822733879089355,0.62278604507446289,0.62763631343841553,0.46480163931846619,0.52985215187072754,0.53561204671859741,0.47200420498847961,0.49308666586875916,0.49861803650856018,0.57619082927703857,0.72892111539840698,0.61873441934585571,0.52060967683792114,0.61531239748001099,0.60955351591110229
F/Low /Cons/Prag,0.4869275689125061,0.49114435911178589,0.57105070352554321,0.47028881311416626,0.46659386157989502,0.49500647187232971,0.70369195938110352,0.651752769947052,0.87871571898460388,0.51267552375793457,0.53801363706588745,0.61947143077850342,0.47709491848945618,0.50366270542144775,0.57265204191207886,0.46712836623191833,0.47381183505058289,0.49008333683013916,0.69061148166656494,0.70984405279159546,0.79257512092590332,0.52113050222396851,0.54550731182098389,0.63569384813308716
F/Low /Prog/Anal,0.63076597452163696,0.60383599996566772,0.6024627685546875,0.63863253593444824,0.62842839956283569,0.67361605167388916,0.58898591995239258,0.51822733879089355,0.51267552375793457,0.84211441993713376,0.59939754009246826,0.58973896503448486,0.62485939264297485,0.61519795656204224,0.59187066555023193,0.63733911514282227,0.62564408779144287,0.66665613651275635,0.57324200868606567,0.52307295799255371,0.50542491674423218,0.77403861284255981,0.59863096475601196,0.5719338059425354
F/Low /Prog/Empa,0.51567697525024414,0.58220177888870239,0.54922038316726685,0.5428435206413269,0.58554601669311523,0.57222831249237061,0.55869358777999878,0.62278604507446289,0.53801363706588745,0.59939754009246826,0.82650315880775449,0.61998617649078369,0.49522358179092407,0.58511465787887573,0.53355860710144043,0.53050309419631958,0.57568109035491943,0.55762213468551636,0.53414565324783325,0.60130292177200317,0.52002501487731934,0.57873320579528809,0.75683426856994629,0.58067291975021362
F/Low /Prog/Prag,0.51705259084701538,0.54274088144302368,0.59178704023361206,0.51056253910064697,0.51844620704650879,0.54951286315917969,0.61686742305755615,0.62763631343841553,0.61947143077850342,0.58973896503448486,0.61998617649078369,0.81299085617065425,0.51076811552047729,0.55959045886993408,0.5765073299407959,0.50052028894424438,0.51385831832885742,0.54767775535583496,0.60261344909667969,0.63376295566558838,0.60642606019973755,0.58055621385574341,0.63998150825500488,0.73019891977310181
M/High/Cons/Anal,0.77263253927230835,0.59557759761810303,0.62038886547088623,0.65903961658477783,0.58093607425689697,0.65756726264953613,0.5524604320526123,0.46480163931846619,0.47709491848945618,0.62485939264297485,0.49522358179092407,0.51076811552047729,0.82465316176414494,0.60714966058731079,0.62513113021850586,0.6706078052520752,0.60867440700531006,0.68542021512985229,0.5514104962348938,0.47507297992706299,0.47266605496406555,0.6411130428314209,0.49781486392021179,0.50186610221862793
M/High/Cons/Empa,0.63085603713989258,0.74556291103363037,0.64266288280487061,0.61911463737487793,0.64368599653244019,0.67783308029174805,0.5756801962852478,0.52985215187072754,0.50366270542144775,0.61519795656204224,0.58511465787887573,0.55959045886993408,0.60714966058731079,0.81451440095901484,0.62426543235778809,0.61216312646865845,0.66144579648971558,0.66793596744537354,0.56784147024154663,0.53437376022338867,0.4938158392906189,0.61139428615570068,0.57662028074264526,0.5451546311378479
