model,display_model,heatmap,figure,metric,row_label,column_label,value
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/High/Cons/Empa,0.16736401673640167
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/High/Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/High/Cons/Prag,0.3971631205673759
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/High/Cons/Prag,0.070921985815602842
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/High/Cons/Prag,0.26950354609929078
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/High/Cons/Prag,0.063829787234042548
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/High/Cons/Prag,0.0070921985815602835
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/High/Cons/Prag,0.085106382978723402
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/High/Cons/Prag,0.10638297872340426
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/High/Prog/Anal,0.089147286821705432
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/High/Prog/Anal,0.073643410852713184
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/High/Prog/Anal,0.058139534883720929
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/High/Prog/Anal,0.22868217054263565
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/High/Prog/Anal,0.062015503875968991
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/High/Prog/Anal,0.1744186046511628
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/High/Prog/Anal,0.027131782945736434
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/High/Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/High/Prog/Anal,0.050387596899224806
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/High/Prog/Anal,0.23643410852713179
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/High/Prog/Empa,0.13698630136986301
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/High/Prog/Empa,0.18264840182648401
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/High/Prog/Empa,0.22831050228310501
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/High/Prog/Empa,0.17808219178082191
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/High/Prog/Empa,0.1050228310502283
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/High/Prog/Empa,0.082191780821917804
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/High/Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/High/Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/High/Prog/Empa,0.068493150684931503
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/High/Prog/Empa,0.018264840182648401
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/High/Prog/Prag,0.10762331838565023
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/High/Prog/Prag,0.13901345291479822
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/High/Prog/Prag,0.11210762331838565
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/High/Prog/Prag,0.14349775784753363
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/High/Prog/Prag,0.049327354260089683
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/High/Prog/Prag,0.23766816143497757
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/High/Prog/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/High/Prog/Prag,0.0044843049327354259
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/High/Prog/Prag,0.040358744394618833
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/High/Prog/Prag,0.16591928251121077
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Cons/Anal,0.39130434782608697
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Cons/Anal,0.097826086956521743
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Cons/Anal,0.16304347826086957
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Cons/Anal,0.21739130434782608
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Cons/Anal,0.11956521739130435
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Cons/Anal,0.010869565217391304
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Cons/Empa,0.34862385321100919
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Cons/Empa,0.01834862385321101
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Cons/Empa,0.45871559633027525
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Cons/Empa,0.1743119266055046
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Cons/Prag,0.37931034482758619
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Cons/Prag,0.022988505747126436
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Cons/Prag,0.31034482758620691
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Cons/Prag,0.28735632183908044
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Prog/Anal,0.28712871287128711
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Prog/Anal,0.39603960396039606
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Prog/Anal,0.089108910891089105
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Prog/Anal,0.059405940594059403
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Prog/Anal,0.13861386138613863
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Prog/Anal,0.029702970297029702
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Prog/Empa,0.0234375
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Prog/Empa,0.0546875
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Prog/Empa,0.234375
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Prog/Empa,0.015625
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Prog/Empa,0.3125
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Prog/Empa,0.359375
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Prog/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,F/Low /Prog/Prag,0.21794871794871795
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,F/Low /Prog/Prag,0.05128205128205128
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,F/Low /Prog/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,F/Low /Prog/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,F/Low /Prog/Prag,0.038461538461538464
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,F/Low /Prog/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,F/Low /Prog/Prag,0.4358974358974359
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,F/Low /Prog/Prag,0.12820512820512819
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,F/Low /Prog/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,F/Low /Prog/Prag,0.12820512820512819
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,M/High/Cons/Anal,0.070422535211267609
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,M/High/Cons/Anal,0.070422535211267609
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,M/High/Cons/Anal,0.176056338028169
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,M/High/Cons/Anal,0.25352112676056338
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,M/High/Cons/Anal,0.0070422535211267607
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,M/High/Cons/Anal,0.22535211267605634
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,M/High/Cons/Anal,0.084507042253521125
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,M/High/Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,M/High/Cons/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,M/High/Cons/Anal,0.11267605633802817
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,M/High/Cons/Empa,0.19396551724137931
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,M/High/Cons/Empa,0.31034482758620691
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,M/High/Cons/Empa,0.21551724137931033
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,M/High/Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,M/High/Cons/Empa,0.125
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,M/High/Cons/Empa,0.043103448275862072
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,M/High/Cons/Empa,0.017241379310344827
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,M/High/Cons/Empa,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,M/High/Cons/Empa,0.090517241379310345
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,M/High/Cons/Empa,0.0043103448275862068
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,M/High/Cons/Prag,0.20408163265306123
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,M/High/Cons/Prag,0.24489795918367346
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,M/High/Cons/Prag,0.18367346938775511
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,M/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,M/High/Cons/Prag,0.34693877551020408
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,M/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,M/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,M/High/Cons/Prag,0.01020408163265306
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,M/High/Cons/Prag,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,M/High/Cons/Prag,0.01020408163265306
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,M/High/Prog/Anal,0.096618357487922704
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,M/High/Prog/Anal,0.086956521739130432
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Home & peaceful scene,M/High/Prog/Anal,0.12077294685990338
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Decay & abandonment,M/High/Prog/Anal,0.29951690821256038
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Scenic calm & hope,M/High/Prog/Anal,0.0096618357487922701
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Stark & neutral architecture,M/High/Prog/Anal,0.17874396135265699
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Wreckage & fragility,M/High/Prog/Anal,0.0096618357487922701
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Neglect & disrepair,M/High/Prog/Anal,0
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Natural landscape & beauty,M/High/Prog/Anal,0.004830917874396135
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Typical urban scene,M/High/Prog/Anal,0.19323671497584541
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & systemic failure,M/High/Prog/Empa,0.095238095238095233
gemma-4-E4B-it_t01,Gemma4,topic_persona_proportion,Main-paper topic-persona heatmap,"within-profile topic proportion, renormalized over displayed topics",Accident & police response,M/High/Prog/Empa,0.11255411255411256
