model,display_model,heatmap,figure,metric,row_label,column_label,value
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Cons/Anal,M/Low /Prog/Prag,0.86104822158813477
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Cons/Empa,M/Low /Prog/Prag,0.86390769481658936
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Cons/Prag,M/Low /Prog/Prag,0.86683154106140137
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Prog/Anal,M/Low /Prog/Prag,0.86539244651794434
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Prog/Empa,M/Low /Prog/Prag,0.86444580554962158
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/High/Prog/Prag,M/Low /Prog/Prag,0.86362236738204956
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Cons/Anal,M/Low /Prog/Prag,0.87409079074859619
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Cons/Empa,M/Low /Prog/Prag,0.87564772367477417
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Cons/Prag,M/Low /Prog/Prag,0.87930947542190552
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Anal,M/Low /Prog/Prag,0.88392305374145508
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Empa,M/Low /Prog/Prag,0.87929093837738037
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,F/Low /Prog/Prag,M/Low /Prog/Prag,0.88668924570083618
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Anal,M/Low /Prog/Prag,0.86296570301055908
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Empa,M/Low /Prog/Prag,0.86281043291091919
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Cons/Prag,M/Low /Prog/Prag,0.86641430854797363
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Anal,M/Low /Prog/Prag,0.86178159713745117
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Empa,M/Low /Prog/Prag,0.85951852798461914
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/High/Prog/Prag,M/Low /Prog/Prag,0.86244529485702515
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Anal,M/Low /Prog/Prag,0.87892425060272217
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Empa,M/Low /Prog/Prag,0.87774312496185303
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Cons/Prag,M/Low /Prog/Prag,0.87692892551422119
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Anal,M/Low /Prog/Prag,0.887032151222229
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Empa,M/Low /Prog/Prag,0.8809359073638916
qwen-vl,Qwen3-VL,caption_similarity,Appendix Figure A1,mean image-conditioned cosine similarity,M/Low /Prog/Prag,M/Low /Prog/Prag,0.89238836526870724
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Anal,0.65662582635879518
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Anal,0.60654753446578979
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Anal,0.61971229314804077
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Anal,0.60025125741958618
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Anal,0.56570833921432495
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Anal,0.60259872674942017
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Anal,0.57312262058258057
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Anal,0.52334576845169067
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Anal,0.48999020457267761
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Anal,0.52739405632019043
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Anal,0.51715540885925293
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Anal,0.51501607894897461
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Anal,0.64567255973815918
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Anal,0.61423379182815552
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Anal,0.61411702632904053
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Anal,0.59737753868103027
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Anal,0.57117551565170288
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Anal,0.60143285989761353
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Anal,0.56376123428344727
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Anal,0.524871826171875
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Anal,0.47529929876327515
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Anal,0.52875959873199463
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Anal,0.52225208282470703
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Anal,0.51347124576568604
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Empa,0.60654753446578979
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Empa,0.67206444323062897
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Empa,0.58795440196990967
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Empa,0.61097127199172974
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Empa,0.62198102474212646
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Empa,0.61159664392471313
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Empa,0.56014657020568848
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Empa,0.57127642631530762
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Empa,0.49493786692619324
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Empa,0.53795790672302246
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Empa,0.56172609329223633
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Empa,0.53050440549850464
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Empa,0.59358906745910645
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Empa,0.65480780601501465
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Empa,0.57308405637741089
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Empa,0.60659307241439819
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Empa,0.62086659669876099
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Empa,0.60532468557357788
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Empa,0.54176527261734009
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Empa,0.56763380765914917
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Empa,0.46954235434532166
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Empa,0.53964650630950928
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Empa,0.55931234359741211
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Empa,0.52396112680435181
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Cons/Prag,0.61971229314804077
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Cons/Prag,0.58795440196990967
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Cons/Prag,0.63775153756141667
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Cons/Prag,0.56493812799453735
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Cons/Prag,0.53967642784118652
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Cons/Prag,0.57905536890029907
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Cons/Prag,0.58045822381973267
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Cons/Prag,0.52608799934387207
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Cons/Prag,0.51361203193664551
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Cons/Prag,0.51659566164016724
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Cons/Prag,0.51482206583023071
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Cons/Prag,0.52177435159683228
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Cons/Prag,0.61730116605758667
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Cons/Prag,0.59155327081680298
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Cons/Prag,0.62386792898178101
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Cons/Prag,0.56098341941833496
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Cons/Prag,0.54630786180496216
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Cons/Prag,0.57890719175338745
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Cons/Prag,0.56784147024154663
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Cons/Prag,0.52958768606185913
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Cons/Prag,0.50208890438079834
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Cons/Prag,0.51675951480865479
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Cons/Prag,0.51896768808364868
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Cons/Prag,0.51954305171966553
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Anal,0.60025125741958618
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Anal,0.61097127199172974
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Anal,0.56493812799453735
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Anal,0.69972904443740847
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Anal,0.65891188383102417
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Anal,0.67511224746704102
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Anal,0.53617078065872192
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Anal,0.53532135486602783
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Anal,0.47320285439491272
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Anal,0.58022284507751465
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Anal,0.57488358020782471
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Anal,0.54869246482849121
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Anal,0.59614753723144531
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Anal,0.62167716026306152
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Anal,0.56464040279388428
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Anal,0.69024133682250977
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Anal,0.6667783260345459
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Anal,0.67008376121520996
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Anal,0.5273662805557251
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Anal,0.53374725580215454
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Anal,0.45162773132324219
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Anal,0.58334362506866455
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Anal,0.57733780145645142
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Anal,0.54349684715270996
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Empa,0.56570833921432495
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Empa,0.62198102474212646
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Empa,0.53967642784118652
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Empa,0.65891188383102417
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Empa,0.70097896933555603
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Empa,0.64618879556655884
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Empa,0.51648300886154175
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Empa,0.55232536792755127
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Empa,0.46202155947685242
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Empa,0.56183254718780518
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Empa,0.59087675809860229
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Empa,0.53850919008255005
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Empa,0.56053656339645386
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Empa,0.62518507242202759
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Empa,0.53476256132125854
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Empa,0.65195852518081665
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Empa,0.69102019071578979
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Empa,0.63618481159210205
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Empa,0.50323081016540527
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Empa,0.54610782861709595
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Empa,0.43630200624465942
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Empa,0.56251955032348633
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Empa,0.58518391847610474
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Empa,0.53086566925048828
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/High/Prog/Prag,0.60259872674942017
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/High/Prog/Prag,0.61159664392471313
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/High/Prog/Prag,0.57905536890029907
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Anal,F/High/Prog/Prag,0.67511224746704102
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Empa,F/High/Prog/Prag,0.64618879556655884
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Prog/Prag,F/High/Prog/Prag,0.68668745040893553
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Anal,F/High/Prog/Prag,0.54577517509460449
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Empa,F/High/Prog/Prag,0.54214304685592651
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Cons/Prag,F/High/Prog/Prag,0.48909634351730347
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Anal,F/High/Prog/Prag,0.57248735427856445
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Empa,F/High/Prog/Prag,0.57230556011199951
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/Low /Prog/Prag,F/High/Prog/Prag,0.55660486221313477
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Anal,F/High/Prog/Prag,0.5991973876953125
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Empa,F/High/Prog/Prag,0.62410205602645874
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Cons/Prag,F/High/Prog/Prag,0.5799744725227356
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Anal,F/High/Prog/Prag,0.67315840721130371
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Empa,F/High/Prog/Prag,0.65414679050445557
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/High/Prog/Prag,F/High/Prog/Prag,0.67900568246841431
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Anal,F/High/Prog/Prag,0.53722852468490601
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Empa,F/High/Prog/Prag,0.54045581817626953
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Cons/Prag,F/High/Prog/Prag,0.46758130192756653
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Anal,F/High/Prog/Prag,0.57508379220962524
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Empa,F/High/Prog/Prag,0.57461637258529663
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,M/Low /Prog/Prag,F/High/Prog/Prag,0.55114614963531494
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Anal,F/Low /Cons/Anal,0.57312262058258057
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Empa,F/Low /Cons/Anal,0.56014657020568848
qwen-vl,Qwen3-VL,justification_similarity,Appendix Figure A2,mean image-conditioned cosine similarity,F/High/Cons/Prag,F/Low /Cons/Anal,0.58045822381973267
